item,year,month,day,hour,minute,second,user,page_size,comment
Apple,2017,2,10,8,57,20,Rjwilmsi,62054,"Journal cites, added 2 PMIDs, templated 1 journal cites, added 1 issue number using [[Project:AWB|AWB]] (12142)"
Apple,2017,2,8,11,1,59,Peter coxhead,61856,corrected terminology re cultivars
Apple,2017,2,6,22,37,12,Thomas.W,61837,Rv per [[WP:Overlinking]]
Apple,2017,2,5,13,37,7,1a16,61908,/* Botanical information */ added capital letter and link to: Spring
Apple,2017,2,1,17,54,2,1a16,61873,/* Botanical information */ link: exocarp
Apple,2017,1,28,18,51,8,1a16,61869,2 links
Apple,2017,1,22,9,29,49,Rjwilmsi,61837,"/* top */Journal cites, Added 1 doi to a journal cite using [[Project:AWB|AWB]] (12142)"
Apple,2017,1,20,23,53,58,EddBarrows,61816,/* Botanical information */ I added exocarp.
Apple,2017,1,12,8,31,40,Plantdrew,61806,Disambiguated: [[BC]] → [[BCE]]
Apple,2017,1,3,18,56,12,Claiomh22,61805,/* History */
Apple,2016,12,23,0,6,29,Yurivict,61806,/* Botanical information */ ft in braces is fine
Apple,2016,12,20,19,23,16,Yurivict,61816,/* Botanical information */
Apple,2016,12,20,3,44,56,Yurivict,61816,/* History */
Apple,2016,12,2,20,40,40,Ladypink5730,61816,copy edit to breeding
Apple,2016,11,30,20,5,12,Deor,61780,/* Cultivars */ clarif
Apple,2016,11,19,18,6,24,Arthur.frick,61783,Adding alt text
Apple,2016,11,19,1,55,19,GreenC bot,61625,1 archive template merged to {{[[template:webarchive|webarchive]]}} ([[User:Green_Cardamom/Webarchive_template_merge|WAM]])
Apple,2016,11,15,21,49,15,Modocc,61582,/* Christian art */ grammar
Apple,2016,11,12,5,44,22,Sizeofint,61576,/* Cultural aspects */ better section nae
Apple,2016,11,9,2,18,43,Zwyciezca,61573,/* See also */
Apple,2016,11,2,23,13,6,Dinoguy1000,61543,"note ""apple blossom"" redirect"
Apple,2016,10,16,14,55,9,InternetArchiveBot,61484,Rescuing 3 sources and tagging 0 as dead. #IABot (v1.2.5)
Apple,2016,10,13,18,54,5,Zefr,61300,"Reverted to revision 741051592 by [[Special:Contributions/ENSEA92|ENSEA92]] ([[User talk:ENSEA92|talk]]): Commercial, non-[[WP:RS]] source. ([[WP:TW|TW]])"
Apple,2016,10,13,18,35,42,Joomanjoo,61899,Added citation for quercetin
Apple,2016,10,13,18,32,31,Joomanjoo,61670,Added a few citations for apple nutrition
Apple,2016,9,25,2,54,27,ENSEA92,61300,/* Cultivation */ add some internal links under the pictures
Apple,2016,9,11,23,1,7,Gravuritas,61183,Inaccurate
Apple,2016,9,11,22,37,4,Awesomeman5555,61201,Removed my previous revision
Apple,2016,9,11,22,35,5,Awesomeman5555,61214,Will be removed
Apple,2016,9,11,17,54,5,GreenC bot,61201,[[User:Green Cardamom/WaybackMedic 2|WaybackMedic 2]]
Apple,2016,9,3,10,36,12,JoshMuirWikipedia,61288,/* See also */ Made See Also Section 2 columns
Apple,2016,8,2,19,42,28,Sminthopsis84,61246,GRIN is out of date for nomenclature
Apple,2016,7,23,22,5,56,White Arabian Filly,60425,/* Proverbs */Put in order of appearance
Apple,2016,7,21,14,52,48,Okkisafire,60425,/* Cultivation */
Apple,2016,7,20,2,12,36,Mikhail Ryazanov,60338,/* Proverbs */ punct.
Apple,2016,6,30,21,43,4,Plantdrew,60344,revert test edits
Apple,2016,6,30,21,15,16,Teelinj Boy B-Soul,60378,
Apple,2016,6,30,21,8,34,Teelinj Boy B-Soul,60401,
Apple,2016,6,30,21,6,37,Teelinj Boy B-Soul,60394,
Apple,2016,6,7,19,17,17,Sminthopsis84,60344,/* Maturation and harvest */ link
Apple,2016,6,5,16,36,27,Sminthopsis84,60340,"reverting: popular tradition and ""a popular tradition"" are different things, the first one non-scholarly, and the second enthusiastically followed"
Apple,2016,6,4,22,23,37,Zefr,60342,/* History */ ce
Apple,2016,5,30,8,12,53,Yendor of yinn,60339,/* Christian art */
Apple,2016,5,25,18,29,28,J 1982,60337,/* History */
Apple,2016,5,24,12,12,26,Sminthopsis84,60325,the genome was sequenced; decoding a genome is not entirely possible yet.
Apple,2016,5,24,12,7,44,Sminthopsis84,60302,plural
Apple,2016,5,24,12,5,20,Sminthopsis84,60301,fixed those two (Checklinks doesn't seem to be able to count)
Apple,2016,5,22,23,11,32,Music1201,60268,Tagging 3 dead links using [[w:WP:CHECKLINKS|Checklinks]]
Apple,2016,5,22,10,44,59,Chango369w,60211,/* Fixed USDA database URL
Apple,2016,5,20,13,30,10,Samw,60262,/* Popular uses */ sliced apple consumption
Apple,2016,5,15,21,39,2,Trappist the monk,59846,/* Phytochemicals */
Apple,2016,5,15,20,3,18,Trappist the monk,59842,cs1|2 maint: multiple [[Category:CS1 maint: Multiple names: authors list|authors]]/[[Category:CS1 maint: Multiple names: editors list|editors]] fixes; using [[Project:AWB|AWB]]
Apple,2016,5,8,15,34,25,Nihiltres,59759,Merged a pair of hatnotes
Apple,2016,5,8,15,25,16,Zefr,59809,add image for Ambrosia cultivar
Apple,2016,5,8,14,29,34,Zefr,59751,"copyedit lede for 2013 FAOSTAT data, move table for article alignment; rv Further reading subtitle"
Apple,2016,5,8,14,18,36,Zefr,60328,"/* Production */ abbreviate and edit table for 2013 production data (most recent); copyedit section, removing outdated statements and sources"
Apple,2016,5,8,13,35,18,Zefr,62453,Undid revision 719196544 by [[Special:Contributions/Vk859179|Vk859179]] ([[User talk:Vk859179|talk]])test edit created new cells with no data
Apple,2016,5,8,6,56,46,Vk859179,62480,/* Production */
Apple,2016,4,28,7,41,47,AlbanGeller,62453,/* See also */ [[MOS:DASH]]
Apple,2016,4,26,16,10,44,ClueBot NG,62451,"Reverting possible vandalism by [[Special:Contribs/Caba239|Caba239]] to version by Sesamehoneytart. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2635728) (Bot)"
Apple,2016,4,26,16,10,35,Caba239,62454,/* Health effects */
Apple,2016,4,14,9,10,33,Sesamehoneytart,62451,added flower image to infobox
Apple,2016,4,12,4,2,34,Korny O'Near,62382,Restored link at top to [[Apple tree (disambiguation)]]
Apple,2016,4,5,22,46,8,Timo3,62358,[[Apple Inc.]]. looks weird.
Apple,2016,3,23,17,5,4,Sminthopsis84,62337,as per talk
Apple,2016,3,9,18,29,45,Serols,61776,Reverted edits by [[Special:Contributions/OrangeInfomation|OrangeInfomation]] ([[User talk:OrangeInfomation|talk]]) ([[WP:HG|HG]]) (3.1.19)
Apple,2016,3,9,18,29,5,OrangeInfomation,61794,
Apple,2016,2,12,21,23,4,Xezbeth,61776,delink per [[WP:OVERLINK]]
Apple,2016,2,12,21,22,19,Xezbeth,61800,delink per [[WP:OVERLINK]]
Apple,2016,1,14,17,12,0,ClueBot NG,61828,"Reverting possible vandalism by [[Special:Contribs/Underthebone5776|Underthebone5776]] to version by C3r4. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2504161) (Bot)"
Apple,2016,1,14,17,11,52,Underthebone5776,61832,
Apple,2016,1,12,19,22,49,C3r4,61828,same reference cited twice
Apple,2016,1,4,19,28,32,Zefr,62026,"return to 27 Dec version to rv edits as not [[WP:RS]], [[WP:NOTADVICE]]"
Apple,2016,1,4,18,27,45,Joomanjoo,62539,/* Nutrition */
Apple,2016,1,4,16,23,21,Joomanjoo,62338,/* Popular uses */
Apple,2015,12,27,12,19,11,Widefox,62026,/* top */ combine hatnotes
Apple,2015,12,22,22,7,37,Zefr,62021,Undid revision 696395062 by [[Special:Contributions/ColdIceFreak|ColdIceFreak]] ([[User talk:ColdIceFreak|talk]])unsourced
Apple,2015,12,22,21,27,59,ColdIceFreak,62020,/* Cultivation */
Apple,2015,12,22,3,14,11,Incendiary Iconoclasm,62021,Reverted 1 edit by [[Special:Contributions/Karlfonza|Karlfonza]] ([[User talk:Karlfonza|talk]]) to last revision by FrescoBot. ([[WP:TW|TW]])
Apple,2015,12,22,2,39,6,Karlfonza,62098,added image
Apple,2015,12,14,22,31,16,FrescoBot,62021,Bot: [[User:FrescoBot/Links|link syntax]]
Apple,2015,12,11,21,49,38,Incendiary Iconoclasm,62021,/* top */ hatnote to avoid people going to disambig page.
Apple,2015,12,5,21,38,27,IntoThinAir,61979,/* Proverbs */ wl
Apple,2015,12,3,18,7,57,Jj98,61975,/* Further reading */ cite book
Apple,2015,12,3,17,26,45,Jj98,61911,/* Further reading */ cite book
Apple,2015,11,29,0,14,29,HalloweenNight,61849,
Apple,2015,11,20,1,49,51,Bender235,61935,clean up; http->https (see [[WP:VPR/Archive 127#RfC: Should we convert existing Google and Internet Archive links to HTTPS?|this RfC]]) using [[Project:AWB|AWB]]
Apple,2015,11,10,1,5,3,Sminthopsis84,61923,link
Apple,2015,11,5,4,5,16,Gravuritas,61904,/* Pollination */'Native'?  Where?
Apple,2015,11,5,0,34,54,Raymundo.marcelo,62015,/* Pollination */
Apple,2015,11,5,0,34,28,Raymundo.marcelo,61700,/* Pollination */
Apple,2015,11,2,16,7,42,Zefr,61588,move phytochemicals (not nutrients) and health effects (none proven) to consumption section; update USDA database url; copyedit
Apple,2015,11,2,15,6,46,TylerDurden8823,61602,/* Phytochemicals */
Apple,2015,11,2,7,35,20,TylerDurden8823,61591,WL anthocyanin.
Apple,2015,11,2,7,34,33,TylerDurden8823,61587,/* Phytochemicals */
Apple,2015,11,2,7,32,52,TylerDurden8823,61507,/* Phytochemicals */
Apple,2015,11,2,7,32,4,TylerDurden8823,61521,/* Nutrition */
Apple,2015,11,2,7,31,23,TylerDurden8823,61500,Added newer 2014 review and provided a more comprehensive list of phytochemicals with categories and examples per cited review.
Apple,2015,10,31,18,25,20,Zefr,60984,Undid revision 688401333 by [[Special:Contributions/Jusdafax|Jusdafax]] ([[User talk:Jusdafax|talk]])not for lede; not mentioned in body of article
Apple,2015,10,31,17,56,7,Jusdafax,60992,"Add Jewish, per Old Testament"
Apple,2015,10,30,0,52,44,HMSLavender,60984,Reverted edits by [[Special:Contribs/Crazzsharkk|Crazzsharkk]] ([[User talk:Crazzsharkk|talk]]) to last version by Rtucker913
Apple,2015,10,30,0,33,18,Crazzsharkk,60987,
Apple,2015,10,30,0,0,48,Rtucker913,60984,Reverted edits by [[Special:Contributions/Crazzsharkk|Crazzsharkk]] ([[User talk:Crazzsharkk|talk]]) to last revision by ClueBot NG ([[WP:HG|HG]])
Apple,2015,10,30,0,0,40,Crazzsharkk,60990,
Apple,2015,10,29,23,57,41,ClueBot NG,60984,"Reverting possible vandalism by [[Special:Contribs/Crazzsharkk|Crazzsharkk]] to version by Cornellier. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2412199) (Bot)"
Apple,2015,10,29,23,57,39,Crazzsharkk,60992,
Apple,2015,10,29,23,56,25,Crazzsharkk,60982,
Apple,2015,10,21,3,23,44,Cornellier,60984,/* top */ overlinking
Apple,2015,10,20,4,14,3,Nicole Sharp,60984,/* History */ wikilink
Apple,2015,10,19,2,36,3,Cydebot,60980,Robot - Removing category Plants with sequenced genomes per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2015 October 10]].
Apple,2015,10,17,2,4,41,MagicatthemovieS,61023,/* Breeding */
Apple,2015,10,17,2,4,16,MagicatthemovieS,61021,"/* Cultivation */ I made the word ""Aroma"" bold."
Apple,2015,10,16,23,18,23,MagicatthemovieS,61017,/* Christian art */
Apple,2015,10,16,23,17,52,MagicatthemovieS,61016,/* Christianity */
Apple,2015,10,8,14,0,28,AnomieBOT,61023,Dating maintenance tags: {{Citation needed}}
Apple,2015,10,8,13,40,16,Sarr Cat,61005,
Apple,2015,9,23,20,12,34,Dewritech,60976,"clean up, [[WP:AWB/T|typo(s) fixed]]: multibillion dollar → multibillion-dollar using [[Project:AWB|AWB]]"
Apple,2015,9,16,19,28,55,Caftaric,60971,/* Phytochemicals */ Ideain
Apple,2015,9,14,21,2,33,Look2See1,60561,/* External links */ cat.
Apple,2015,9,14,21,1,50,Look2See1,60521,/* External links */
Apple,2015,9,14,15,7,51,Chiswick Chap,60519,/* top */  tree
Apple,2015,9,9,12,21,47,Triggerhappy678,60514,/* See also */
Apple,2015,9,1,15,11,28,Zefr,60495,"Undid revision 678888920 by [[Special:Contributions/Martinshields|Martinshields]] ([[User talk:Martinshields|talk]])rv, source is not [[WP:RS]]"
Apple,2015,9,1,7,24,6,Martinshields,60653,/* Human consumption */
Apple,2015,8,31,21,54,2,Zefr,60495,"Undid revision 678821878 by [[Special:Contributions/Martinshields|Martinshields]] ([[User talk:Martinshields|talk]])rv, source is not [[WP:RS]]"
Apple,2015,8,31,20,53,10,Martinshields,60647,/* Human consumption */
Apple,2015,8,28,0,3,8,Dexbot,60495,Bot: Deprecating [[Template:Cite pmid]] and some minor fixations
Apple,2015,8,20,0,50,48,Wieralee,60242,"([[c:GR|GR]]) [[c:COM:FR|File renamed]]: [[File:Apfelbaum Boskop Hochstamm.jpg]] → [[File:Apfelbaum Winterrambour Hochstamm.jpg]] [[c:COM:FR#reasons|File renaming criterion #3]]: To correct obvious errors in file names, including misspelled [[c::en:N..."
Apple,2015,8,13,14,11,27,Zefr,60235,/* The forbidden fruit in the Garden of Eden */ subtitle consistency
Apple,2015,8,13,10,8,33,Alonso de Mendoza,60257,/* The forbidden fruit in the Garden of Eden */
Apple,2015,7,22,18,23,44,WhatamIdoing,60247,/* Breeding */ rm duplicate
Apple,2015,7,3,5,58,19,Yobot,60302,[[WP:CHECKWIKI]] error fixes using [[Project:AWB|AWB]] (11276)
Apple,2015,7,2,8,13,50,Kohlemat,60300,
Apple,2015,6,24,0,25,22,KasparBot,60170,embed {{Authority control}} with wikidata information
Apple,2015,6,18,11,2,51,FlyingKiteUK,60148,/* Production */
Apple,2015,6,18,11,1,20,FlyingKiteUK,60143,/* Production */ updated link and factual error
Apple,2015,6,16,6,29,36,Jarble,60210,removing an extra period
Apple,2015,6,16,6,28,8,Jarble,60211,refactoring a hatnote
Apple,2015,5,31,21,19,51,Ɱ,60266,Reverted 1 edit by [[Special:Contributions/SheillahShadia|SheillahShadia]] ([[User talk:SheillahShadia|talk]]). ([[WP:TW|TW]])
Apple,2015,5,31,21,17,11,SheillahShadia,60267,
Apple,2015,5,19,2,27,21,Lightlowemon,60266,clean up using [[Project:AWB|AWB]]
Apple,2015,5,19,1,45,49,EoRdE6,60295,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/JrolesGuy|JrolesGuy]] ([[User talk:JrolesGuy|talk]]): Unclear how this is beneficial on a fruit article. ([[WP:TW|TW]])
Apple,2015,5,18,17,34,10,JrolesGuy,60349,/* See also */
Apple,2015,5,18,5,15,22,Gravuritas,60295,/* Cultivars */ syntax
Apple,2015,5,18,5,14,24,Gravuritas,60290,/* Cultivars */ size matters
Apple,2015,5,18,5,12,18,Gravuritas,60261,/* Cultivars */ figure of 2000+ refers only to apples
Apple,2015,5,18,5,7,41,Gravuritas,60243,/* History */ low CO2 is incorrect
Apple,2015,5,18,3,33,52,EoRdE6,60178,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/JrolesGuy|JrolesGuy]] ([[User talk:JrolesGuy|talk]]). ([[WP:TW|TW]])
Apple,2015,5,18,3,20,43,JrolesGuy,60202,
Apple,2015,5,8,7,2,27,Orenburg1,60178,Undid revision 661357291 by [[Special:Contributions/Mruberkins|Mruberkins]] ([[User talk:Mruberkins|talk]])Correction
Apple,2015,5,8,4,3,38,Mruberkins,60173,Fixed an egregious type error. Imbedded trojan virus super malware
Apple,2015,5,7,9,1,7,Northamerica1000,60178,/* See also */ + * [[Apple chips]]
Apple,2015,4,29,2,40,31,Monkbot,60160,/* Pests and diseases */[[User:Monkbot/Task 7: CS1 et al. repair|Task 7]]: replace et al. in author/editor parameters with |display-authors=etal or |display-editors=etal;
Apple,2015,4,29,1,14,26,Donner60,60146,Reverted edits by [[Special:Contributions/Applezap4|Applezap4]] ([[User talk:Applezap4|talk]]): Failure to [[WP:CITE|cite]] a reliable source ([[WP:HG|HG]])
Apple,2015,4,29,1,13,15,Applezap4,60252,
Apple,2015,4,11,6,2,5,Northamerica1000,60146,/* See also */ +* [[List of apple dishes]]
Apple,2015,3,29,23,5,15,Tassedethe,60119,"[[:en:WP:CLEANER|WPCleaner]] v1.34 - Repaired 1 link to disambiguation page - [[WP:DPL|(You can help)]] - [[John Mitchinson]], 2 to be fixed - [[Apple (disambiguation)]], [[Apple tree (disambiguation)]]"
Apple,2015,3,22,23,21,45,Vitreology,60090,Tagging dead link using [[w:WP:CHECKLINKS|Checklinks]]
Apple,2015,3,15,0,56,10,Geodejerry,60090,/* Botanical information */
Apple,2015,3,12,4,39,18,Ɱ,60089,/* Cultivation */ Much better photograph that is more pertinent to the topic
Apple,2015,3,12,4,35,4,Ɱ,60057,"Not at all a useful illustration (dark, cluttered, not unique in representation), and as it doesn't even display near the correct section."
Apple,2015,3,12,4,32,44,Ɱ,60161,"No caption needed, better caption."
Apple,2015,3,10,17,57,43,Leasnam,60152,grammatical corrections
Apple,2015,3,6,19,36,23,Trackteur,60146,dir lk
Apple,2015,3,6,17,32,42,ClueBot NG,60156,"Reverting possible vandalism by [[Special:Contributions/Kyeostby|Kyeostby]] to version by Sunrise. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (2151081) (Bot)"
Apple,2015,3,6,17,32,38,Kyeostby,60262,
Apple,2015,2,25,0,38,14,Sunrise,60156,/* Proverbs */ per edit request
Apple,2015,2,22,12,56,58,Citation bot,60536,"[579]Alter: author. Add: authorlink2, displayauthors, author pars. 2-2. Removed redundant parameters. You can [[WP:UCB|use this bot]] yourself. [[WP:DBUG|Report bugs here]]."
Apple,2015,2,16,23,24,25,WikiGuiGuy,60509,/* Pollination */
Apple,2015,2,10,16,40,20,Michipedian,60509,
Apple,2015,2,10,16,40,6,Michipedian,60511,
Apple,2015,2,9,12,21,21,TeaLover1996,60515,
Apple,2015,1,16,1,43,26,Kind Tennis Fan,60515,Consistent date format. Date formats per [[MOS:DATEFORMAT]] by [[WP:MOSNUMscript|script]]
Apple,2015,1,16,0,27,6,Red Slash,60469,/* top */
Apple,2015,1,13,19,24,23,Zefr,60406,Undid revision 642345912 by [[Special:Contributions/TSlag32|TSlag32]] ([[User talk:TSlag32|talk]]rv [[WP:TRIV]]
Apple,2015,1,13,19,22,59,TSlag32,60961,
Apple,2015,1,3,16,35,9,Zefr,60406,/* Proverbs */ existing wikilink embedded
Apple,2015,1,3,16,34,2,Zefr,60410,/* Proverbs */ use cite book template
Apple,2015,1,2,3,20,22,Gravuritas,60249,/* Proverbs */Clearly incorrect see talk
Apple,2015,1,1,23,12,55,Dexbot,60283,Removing Link GA template ([[d:Wikidata:Development plan#Badges|handled by wikidata]]) - The interwiki article is not good
Apple,2014,12,17,19,49,11,Riversid,60314,/* Breeding */
Apple,2014,12,17,17,36,14,Riversid,60293,/* External links */
Apple,2014,12,17,17,23,2,Sminthopsis84,60280,/* See also */ +1
Apple,2014,12,17,3,44,24,Riversid,60187,"Undid revision 638447344 by [[Special:Contributions/Riversid|Riversid]] ([[User talk:Riversid|talk]]) png is damaged, would be good if somebody cn fix it"
Apple,2014,12,17,3,41,40,Riversid,60232,/* Genome */
Apple,2014,12,16,20,31,28,Riversid,60187,/* See also */
Apple,2014,12,13,9,49,52,Rekowo,60185,/* History */
Apple,2014,12,10,4,34,35,Cydebot,60189,Robot - Removing category Honey plants per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2014 November 25]].
Apple,2014,12,2,16,14,49,Qskb,60215,/* Cultivars */
Apple,2014,11,30,13,27,3,Trappist the monk,60196,/* Wild ancestors */Remove unnecessary |display-author= parameters from CS1 templates; using [[Project:AWB|AWB]]
Apple,2014,11,29,18,3,48,Gravuritas,60214,/* Popular uses */ correct puree -> when cooked
Apple,2014,11,29,16,46,37,Hafspajen,60189,switch section for better layout
Apple,2014,11,29,16,41,41,Hafspajen,60189,/* Proverbs */
Apple,2014,11,29,16,40,58,Hafspajen,60183,/* Proverbs */
Apple,2014,11,24,22,31,20,Steel1943,60115,Hatnote cleanup
Apple,2014,11,22,16,56,42,Hafspajen,60146,/* Breeding */
Apple,2014,11,22,16,53,56,Hafspajen,60096,/* Breeding */
Apple,2014,11,22,16,49,46,Hafspajen,59893,/* Breeding */
Apple,2014,11,22,16,37,22,Hafspajen,59803,/* Breeding */
Apple,2014,11,11,22,44,26,Neil P. Quinn,59792,Fix bolding
Apple,2014,11,11,22,41,16,Neil P. Quinn,59792,Copyedit lede
Apple,2014,10,27,0,24,43,R9tgokunks,59849,
Apple,2014,10,17,6,46,35,Kibi78704,59840,/* External links */ Added category
Apple,2014,9,30,14,15,38,Srnec,59814,"""The apple..."" to ""An appel"""
Apple,2014,9,5,7,11,44,Gravuritas,59815,/* Proverbs */ add See also WL
Apple,2014,9,4,7,59,42,Dexbot,59782,Removing Link FA template ([[d:Wikidata:Development plan#Badges|handled by wikidata]])
Apple,2014,9,3,0,36,43,Frosty,59797,Reverted edits by [[Special:Contributions/Ilikefunny|Ilikefunny]] ([[User talk:Ilikefunny|talk]]): nonconstructive edits ([[WP:HG|HG]])
Apple,2014,9,3,0,35,36,Ilikefunny,59828,
Apple,2014,9,3,0,34,25,ClueBot NG,59797,"Reverting possible vandalism by [[Special:Contributions/Ilikefunny|Ilikefunny]] to version by Bollyjeff. False positive? [[User:ClueBot NG/FalsePositives|Report it]]. Thanks, [[User:ClueBot NG|ClueBot NG]]. (1938782) (Bot)"
Apple,2014,9,3,0,34,19,Ilikefunny,59819,
Apple,2014,9,3,0,20,19,Bollyjeff,59797,Reverted edits by [[Special:Contributions/Ilikefunny|Ilikefunny]] ([[User talk:Ilikefunny|talk]]) ([[WP:HG|HG]])
